date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:40:42	13689/13689	---M-Z	200	added ('OK')	text/css	etag:%22f83107-3579-5d55f49a96180-gzip%22	https://rasowaterproofing.in/assets/vendors/swiper/swiper.min.css	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/swiper/swiper.min.css	(from https://rasowaterproofing.in/)
13:40:43	9460/9460	---M-Z	200	added ('OK')	text/css	etag:%22f83118-24f4-5d55f49c7e600-gzip%22	https://rasowaterproofing.in/assets/vendors/vegas/vegas.min.css	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/vegas/vegas.min.css	(from https://rasowaterproofing.in/)
13:40:43	6273/6273	---M-Z	200	added ('OK')	text/css	etag:%22f8310f-1881-5e97b1e68ff00-gzip%22	https://rasowaterproofing.in/assets/vendors/thm-icons/style.css	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/thm-icons/style.css	(from https://rasowaterproofing.in/)
13:40:43	3205/3205	---M-Z	200	added ('OK')	text/css	etag:%22f830e4-c85-5e7ee78e41700-gzip%22	https://rasowaterproofing.in/assets/vendors/language-switcher/polyglot-language-switcher.css	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/language-switcher/polyglot-language-switcher.css	(from https://rasowaterproofing.in/)
13:40:43	13744/13744	---M-Z	200	added ('OK')	text/css	etag:%22f826c2-35b0-5e6c00ca80300-gzip%22	https://rasowaterproofing.in/assets/vendors/fancybox/fancybox.min.css	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/fancybox/fancybox.min.css	(from https://rasowaterproofing.in/)
13:40:44	26053/26053	---M-Z	200	added ('OK')	text/css	etag:%22f826ae-65c5-58d7bd2a3d780-gzip%22	https://rasowaterproofing.in/assets/vendors/aos/aos.css	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/aos/aos.css	(from https://rasowaterproofing.in/)
13:40:44	42549/42549	---M-Z	200	added ('OK')	text/css	etag:%22f624f1-a635-5f55b51fe4280-gzip%22	https://rasowaterproofing.in/assets/css/module-css/01-header-section.css	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/css/module-css/01-header-section.css	(from https://rasowaterproofing.in/)
13:40:44	22577/22577	---M-Z	200	added ('OK')	text/css	etag:%22f624f2-5831-5f54a3179bc80-gzip%22	https://rasowaterproofing.in/assets/css/module-css/02-banner-section.css	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/css/module-css/02-banner-section.css	(from https://rasowaterproofing.in/)
13:40:44	18043/18043	---M-Z	200	added ('OK')	text/css	etag:%22f6365a-467b-5f6ccdb7ce753-gzip%22	https://rasowaterproofing.in/assets/css/module-css/03-about-section.css	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/css/module-css/03-about-section.css	(from https://rasowaterproofing.in/)
13:40:44	3071/3071	---M-Z	200	added ('OK')	text/css	etag:%22f624f4-bff-5e8f64f349c00-gzip%22	https://rasowaterproofing.in/assets/css/module-css/04-fact-counter-section.css	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/css/module-css/04-fact-counter-section.css	(from https://rasowaterproofing.in/)
13:40:45	6196/6196	---M-Z	200	added ('OK')	text/css	etag:%22f624f5-1834-5e9b945debc80-gzip%22	https://rasowaterproofing.in/assets/css/module-css/05-testimonial-section.css	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/css/module-css/05-testimonial-section.css	(from https://rasowaterproofing.in/)
13:40:45	3765/3765	---M-Z	200	added ('OK')	text/css	etag:%22f624f6-eb5-5e9defa7c1280-gzip%22	https://rasowaterproofing.in/assets/css/module-css/06-partner-section.css	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/css/module-css/06-partner-section.css	(from https://rasowaterproofing.in/)
13:40:45	8234/8234	---M-Z	200	added ('OK')	text/css	etag:%22f63630-202a-5f6cd0bd022e1-gzip%22	https://rasowaterproofing.in/assets/css/module-css/07-footer-section.css	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/css/module-css/07-footer-section.css	(from https://rasowaterproofing.in/)
13:40:46	31868/31868	---M-Z	200	added ('OK')	text/css	etag:%22f624f8-7c7c-5f5712c3f2a80-gzip%22	https://rasowaterproofing.in/assets/css/module-css/08-blog-section.css	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/css/module-css/08-blog-section.css	(from https://rasowaterproofing.in/)
13:40:46	2166/2166	---M-Z	200	added ('OK')	text/css	etag:%22f624f9-876-5e9a89e598e00-gzip%22	https://rasowaterproofing.in/assets/css/module-css/09-breadcrumb-section.css	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/css/module-css/09-breadcrumb-section.css	(from https://rasowaterproofing.in/)
13:40:46	5074/5074	---M-Z	200	added ('OK')	text/css	etag:%22f624fa-13d2-5f5989fc6e700-gzip%22	https://rasowaterproofing.in/assets/css/module-css/10-contact.css	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/css/module-css/10-contact.css	(from https://rasowaterproofing.in/)
13:40:47	175935/175935	---M-Z	200	added ('OK')	text/css	etag:%22f612c2-2af3f-5f9bfe61fd6bf-gzip%22	https://rasowaterproofing.in/assets/css/style.css	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/css/style.css	(from https://rasowaterproofing.in/)
13:40:47	57863/57863	---M-Z	200	added ('OK')	text/css	etag:%22f624fb-e207-5e9df8d3b3600-gzip%22	https://rasowaterproofing.in/assets/css/responsive.css	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/css/responsive.css	(from https://rasowaterproofing.in/)
13:40:47	89947/89947	---M--	200	added ('OK')	text/javascript	date:Wed,%2011%20Jan%202023%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.6.3/jquery.min.js	C:/My%20Web%20Sites/waterprooffing%20website%202/ajax.googleapis.com/ajax/libs/jquery/3.6.3/jquery.min.js	(from https://rasowaterproofing.in/)
13:40:48	7861/7861	---M-Z	200	added ('OK')	text/css	etag:%22659946f5-cac%22	https://cdnjs.cloudflare.com/ajax/libs/toastr.js/latest/toastr.css	C:/My%20Web%20Sites/waterprooffing%20website%202/cdnjs.cloudflare.com/ajax/libs/toastr.js/latest/toastr.css	(from https://rasowaterproofing.in/)
13:40:48	5537/5537	---M-Z	200	added ('OK')	application/javascript	etag:%22659946f7-88b%22	https://cdnjs.cloudflare.com/ajax/libs/toastr.js/latest/toastr.min.js	C:/My%20Web%20Sites/waterprooffing%20website%202/cdnjs.cloudflare.com/ajax/libs/toastr.js/latest/toastr.min.js	(from https://rasowaterproofing.in/)
13:40:48	106690/106690	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Mar%202024%2008:10:42%20GMT	https://rasowaterproofing.in/index.php	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/index-2.html	(from https://rasowaterproofing.in/)
13:40:48	1851/1851	---M--	200	added ('OK')	image/png	etag:%22f63223-73b-5e9b718728a80%22	https://rasowaterproofing.in/assets/images/icon/icon-7__mapmarker.png	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/images/icon/icon-7__mapmarker.png	(from https://rasowaterproofing.in/)
13:40:48	1490/1490	---M--	200	added ('OK')	image/png	etag:%22f63224-5d2-5e9b71b8bff80%22	https://rasowaterproofing.in/assets/images/icon/icon-8__envelop.png	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/images/icon/icon-8__envelop.png	(from https://rasowaterproofing.in/)
13:40:49	1524/1524	---M--	200	added ('OK')	image/png	etag:%22f63225-5f4-5e9b71dcfd500%22	https://rasowaterproofing.in/assets/images/icon/icon-9__phone.png	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/images/icon/icon-9__phone.png	(from https://rasowaterproofing.in/)
13:40:49	2076/2076	---M--	200	added ('OK')	image/png	etag:%22f6321b-81c-5e9b720322f00%22	https://rasowaterproofing.in/assets/images/icon/icon-10__clock.png	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/images/icon/icon-10__clock.png	(from https://rasowaterproofing.in/)
13:40:49	38977/38977	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Mar%202024%2008:10:43%20GMT	https://rasowaterproofing.in/contact.php	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/contact.html	(from https://rasowaterproofing.in/)
13:40:49	1036/1036	---M--	200	added ('OK')	image/png	etag:%22f6321d-40c-5e97cba28b600%22	https://rasowaterproofing.in/assets/images/icon/icon-1__menubar.png	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/images/icon/icon-1__menubar.png	(from https://rasowaterproofing.in/)
13:40:50	274638/274638	---M--	200	added ('OK')	image/jpeg	etag:%22f82692-430ce-5e8f516850080%22	https://rasowaterproofing.in/assets/images/slides/slide-v1-2.jpg	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/images/slides/slide-v1-2.jpg	(from https://rasowaterproofing.in/)
13:40:50	10657/10657	---M--	200	added ('OK')	image/jpeg	etag:%22f82602-29a1-5f5bd1970cc00%22	https://rasowaterproofing.in/assets/images/RASO/IMG-13.jpg	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/images/RASO/IMG-13.jpg	(from https://rasowaterproofing.in/)
13:40:51	167127/167127	---M--	200	added ('OK')	image/jpeg	etag:%22f82693-28cd7-5e8f516850080%22	https://rasowaterproofing.in/assets/images/slides/slide-v1-3.jpg	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/images/slides/slide-v1-3.jpg	(from https://rasowaterproofing.in/)
13:40:51	85562/85562	---M--	200	added ('OK')	image/jpeg	etag:%22f82603-14e3a-5f5bd1d045300%22	https://rasowaterproofing.in/assets/images/RASO/IMG-14.jpg	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/images/RASO/IMG-14.jpg	(from https://rasowaterproofing.in/)
13:40:51	13318/13318	---M--	200	added ('OK')	image/jpeg	etag:%22f631e8-3406-5f571662eb580%22	https://rasowaterproofing.in/assets/images/about/user.jpg	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/images/about/user.jpg	(from https://rasowaterproofing.in/)
13:40:51	67085/67085	---M--	200	added ('OK')	image/jpeg	etag:%22f82686-1060d-5e698d08ef300%22	https://rasowaterproofing.in/assets/images/shapes/house-1.jpg	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/images/shapes/house-1.jpg	(from https://rasowaterproofing.in/)
13:40:51	87572/87572	---M--	200	added ('OK')	image/jpeg	etag:%22f82691-15614-5f547d84d9700%22	https://rasowaterproofing.in/assets/images/slides/slide-v1-10.jpg	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/images/slides/slide-v1-10.jpg	(from https://rasowaterproofing.in/)
13:40:51	121890/121890	---M--	200	added ('OK')	image/jpeg	etag:%22f82629-1dc22-5f56a66f19480%22	https://rasowaterproofing.in/assets/images/RASO/IMG1.jpg	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/images/RASO/IMG1.jpg	(from https://rasowaterproofing.in/)
13:40:52	225191/225191	---M--	200	added ('OK')	image/jpeg	etag:%22f82604-36fa7-5f56a674d2200%22	https://rasowaterproofing.in/assets/images/RASO/IMG-15.jpg	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/images/RASO/IMG-15.jpg	(from https://rasowaterproofing.in/)
13:40:52	42096/42096	---M--	200	added ('OK')	image/webp	etag:%22f82605-a470-5f5bd3efdd580%22	https://rasowaterproofing.in/assets/images/RASO/IMG-16.webp	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/images/RASO/IMG-16.webp	(from https://rasowaterproofing.in/)
13:40:52	74204/74204	---M--	200	added ('OK')	image/jpeg	etag:%22f8266d-121dc-5e8f50c447d80%22	https://rasowaterproofing.in/assets/images/services/service-v1-4.jpg	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/images/services/service-v1-4.jpg	(from https://rasowaterproofing.in/)
13:40:52	59614/59614	---M--	200	added ('OK')	image/jpeg	etag:%22f8266e-e8de-5e8f50c447d80%22	https://rasowaterproofing.in/assets/images/services/service-v1-5.jpg	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/images/services/service-v1-5.jpg	(from https://rasowaterproofing.in/)
13:40:53	123656/123656	---M--	200	added ('OK')	image/jpeg	etag:%22f82627-1e308-5f56a6822c180%22	https://rasowaterproofing.in/assets/images/RASO/IMG-8.jpg	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/images/RASO/IMG-8.jpg	(from https://rasowaterproofing.in/)
13:40:53	185491/185491	---M--	200	added ('OK')	image/jpeg	etag:%22f82606-2d493-5f56a66f19480%22	https://rasowaterproofing.in/assets/images/RASO/IMG-2.jpg	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/images/RASO/IMG-2.jpg	(from https://rasowaterproofing.in/)
13:40:53	129567/129567	---M--	200	added ('OK')	image/jpeg	etag:%22f82623-1fa1f-5f56a67101900%22	https://rasowaterproofing.in/assets/images/RASO/IMG-4.jpg	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/images/RASO/IMG-4.jpg	(from https://rasowaterproofing.in/)
13:40:53	68784/68784	---M--	200	added ('OK')	image/jpeg	etag:%22f82624-10cb0-5f56a68043d00%22	https://rasowaterproofing.in/assets/images/RASO/IMG-5.jpg	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/images/RASO/IMG-5.jpg	(from https://rasowaterproofing.in/)
13:40:54	91120/91120	---M--	200	added ('OK')	image/jpeg	etag:%22f82625-163f0-5f56a67e5b880%22	https://rasowaterproofing.in/assets/images/RASO/IMG-6.jpg	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/images/RASO/IMG-6.jpg	(from https://rasowaterproofing.in/)
13:40:54	174036/174036	---M--	200	added ('OK')	image/jpeg	etag:%22f82628-2a7d4-5f56a68414600%22	https://rasowaterproofing.in/assets/images/RASO/IMG-9.jpg	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/images/RASO/IMG-9.jpg	(from https://rasowaterproofing.in/)
13:40:54	173142/173142	---M--	200	added ('OK')	image/jpeg	etag:%22f82626-2a456-5f56a6822c180%22	https://rasowaterproofing.in/assets/images/RASO/IMG-7.jpg	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/images/RASO/IMG-7.jpg	(from https://rasowaterproofing.in/)
13:40:54	88172/88172	---M--	200	added ('OK')	image/jpeg	etag:%22f8263e-1586c-5e8f4fa445600%22	https://rasowaterproofing.in/assets/images/resources/cta-style1-1.jpg	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/images/resources/cta-style1-1.jpg	(from https://rasowaterproofing.in/)
13:40:55	159281/159281	---M--	200	added ('OK')	image/jpeg	etag:%22f82622-26e31-5f56a67101900%22	https://rasowaterproofing.in/assets/images/RASO/IMG-3.jpg	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/images/RASO/IMG-3.jpg	(from https://rasowaterproofing.in/)
13:40:55	86917/86917	---M--	200	added ('OK')	image/png	etag:%22f82689-15385-5e6e192c57f00%22	https://rasowaterproofing.in/assets/images/shapes/map-1.png	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/images/shapes/map-1.png	(from https://rasowaterproofing.in/)
13:40:55	7189/7189	---M--	200	added ('OK')	image/jpeg	etag:%22f826a4-1c15-5e6d17faab300%22	https://rasowaterproofing.in/assets/images/testimonial/testimonial-v1-1.jpg	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/images/testimonial/testimonial-v1-1.jpg	(from https://rasowaterproofing.in/)
13:40:55	6631/6631	---M--	200	added ('OK')	image/jpeg	etag:%22f826a5-19e7-5e6d195015880%22	https://rasowaterproofing.in/assets/images/testimonial/testimonial-v1-2.jpg	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/images/testimonial/testimonial-v1-2.jpg	(from https://rasowaterproofing.in/)
13:40:55	383498/383498	---M--	200	added ('OK')	image/jpeg	etag:%22f631ea-5da0a-5e9a6847a3e00%22	https://rasowaterproofing.in/assets/images/backgrounds/slogan-area-bg.jpg	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/images/backgrounds/slogan-area-bg.jpg	(from https://rasowaterproofing.in/)
13:40:55	1699/1699	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Mar%202024%2008:10:50%20GMT	https://rasowaterproofing.in/index.html	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/index-3.html	(from https://rasowaterproofing.in/)
13:40:55	39981/39981	---M--	200	added ('OK')	image/png	etag:%22f63217-9c2d-5e8f4ed82f480%22	https://rasowaterproofing.in/assets/images/footer/footer-area-img-1.png	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/images/footer/footer-area-img-1.png	(from https://rasowaterproofing.in/)
13:40:56	2160/2160	---M--	200	added ('OK')	image/png	etag:%22f82654-870-5e8f50189e880%22	https://rasowaterproofing.in/assets/images/resources/mobile-nav-logo.png	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/images/resources/mobile-nav-logo.png	(from https://rasowaterproofing.in/)
13:40:56	89501/89501	---M-Z	200	added ('OK')	application/javascript	etag:%22f827f8-15d9d-5d55f4910cb00-gzip%22	https://rasowaterproofing.in/assets/vendors/jquery/jquery-3.6.0.min.js	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/jquery/jquery-3.6.0.min.js	(from https://rasowaterproofing.in/)
13:40:56	80427/80427	---M-Z	200	added ('OK')	application/javascript	etag:%22f826b4-13a2b-5d55f48b53d80-gzip%22	https://rasowaterproofing.in/assets/vendors/bootstrap/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/bootstrap/js/bootstrap.bundle.min.js	(from https://rasowaterproofing.in/)
13:40:56	19359/19359	---M-Z	200	added ('OK')	application/javascript	etag:%22f826b7-4b9f-5d55f48d3c200-gzip%22	https://rasowaterproofing.in/assets/vendors/bxslider/jquery.bxslider.min.js	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/bxslider/jquery.bxslider.min.js	(from https://rasowaterproofing.in/)
13:40:57	5097/5097	---M-Z	200	added ('OK')	application/javascript	etag:%22f826b9-13e9-5d79b54abc800-gzip%22	https://rasowaterproofing.in/assets/vendors/circleType/jquery.circleType.js	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/circleType/jquery.circleType.js	(from https://rasowaterproofing.in/)
13:40:57	924/924	---M-Z	200	added ('OK')	application/javascript	etag:%22f826ba-39c-5d79bdf8cc280-gzip%22	https://rasowaterproofing.in/assets/vendors/circleType/jquery.lettering.min.js	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/circleType/jquery.lettering.min.js	(from https://rasowaterproofing.in/)
13:40:57	37779/37779	---M-Z	200	added ('OK')	application/javascript	etag:%22f827f6-9393-5d55f4910cb00-gzip%22	https://rasowaterproofing.in/assets/vendors/isotope/isotope.js	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/isotope/isotope.js	(from https://rasowaterproofing.in/)
13:40:57	2381/2381	---M-Z	200	added ('OK')	application/javascript	etag:%22f83097-94d-5d55f4910cb00-gzip%22	https://rasowaterproofing.in/assets/vendors/jquery-ajaxchimp/jquery.ajaxchimp.min.js	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/jquery-ajaxchimp/jquery.ajaxchimp.min.js	(from https://rasowaterproofing.in/)
13:40:57	1266/1266	---M-Z	200	added ('OK')	application/javascript	etag:%22f8309c-4f2-5d55f4910cb00-gzip%22	https://rasowaterproofing.in/assets/vendors/jquery-appear/jquery.appear.min.js	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/jquery-appear/jquery.appear.min.js	(from https://rasowaterproofing.in/)
13:40:58	20219/20219	---M-Z	200	added ('OK')	application/javascript	etag:%22f830a5-4efb-5d55f492f4f80-gzip%22	https://rasowaterproofing.in/assets/vendors/jquery-magnific-popup/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/jquery-magnific-popup/jquery.magnific-popup.min.js	(from https://rasowaterproofing.in/)
13:40:58	11224/11224	---M-Z	200	added ('OK')	application/javascript	etag:%22f830ab-2bd8-5d55f492f4f80-gzip%22	https://rasowaterproofing.in/assets/vendors/jquery-migrate/jquery-migrate.min.js	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/jquery-migrate/jquery-migrate.min.js	(from https://rasowaterproofing.in/)
13:40:58	457808/457808	---MCZ	200	added ('OK')	application/javascript	etag:%22f830da-6fc50-5d55f496c5880-gzip%22	https://rasowaterproofing.in/assets/vendors/jquery-ui/jquery-ui.js	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/jquery-ui/jquery-ui.js	(from https://rasowaterproofing.in/)
13:40:58	21093/21093	---M-Z	200	added ('OK')	application/javascript	etag:%22f830dc-5265-5d55f496c5880-gzip%22	https://rasowaterproofing.in/assets/vendors/jquery-validate/jquery.validate.min.js	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/jquery-validate/jquery.validate.min.js	(from https://rasowaterproofing.in/)
13:40:58	2942/2942	---M-Z	200	added ('OK')	application/javascript	etag:%22f830e6-b7e-5c4a069a84480-gzip%22	https://rasowaterproofing.in/assets/vendors/nice-select/jquery.nice-select.min.js	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/nice-select/jquery.nice-select.min.js	(from https://rasowaterproofing.in/)
13:40:59	9897/9897	---M-Z	200	added ('OK')	application/javascript	etag:%22f83100-26a9-5d55f498add00-gzip%22	https://rasowaterproofing.in/assets/vendors/odometer/odometer.min.js	C:/My%20Web%20Sites/waterprooffing%20website%202/rasowaterproofing.in/assets/vendors/odometer/odometer.min.js	(from https://rasowaterproofing.in/)
